-0.990194771,-0.990194771,9.656150086,2.369411765,1.87653667,14.16663975,2.295411509
-1.027043573,-1.027043573,9.657467733,2.388235294,1.366715262,14.98138811,2.715139944
-0.999265795,-0.999265795,9.657467733,2.388235294,0.948227335,15.64427701,2.922421964
-0.953157734,-0.953157734,9.704693775,2.369411765,0.654612118,15.79689644,3.155915861
-0.925379956,-0.925379956,9.733819989,2.369411765,0.886240216,15.92126577,2.954239636
-0.888342919,-0.888342919,9.792072416,2.369411765,1.349496411,15.28606271,2.550887187
-0.851117647,-0.851117647,9.812807539,2.388235294,0.753580746,15.31611398,2.149351835
-0.813892375,-0.813892375,9.901503826,2.407058824,-0.570758443,14.85675783,2.114186864
-0.758525054,-0.758525054,9.948729869,2.388235294,-1.817239369,15.47713646,2.076686145
-0.749642266,-0.749642266,10.01405574,2.350588235,-0.491252981,15.55009925,2.276571023
-0.722617429,-0.722617429,10.00878515,2.275294118,1.412531748,15.60843793,2.623891273
-0.64873159,-0.64873159,9.958923815,2.256470588,3.877045712,15.92318856,2.969368677
-0.547067974,-0.547067974,9.870227527,2.237647059,5.554593176,14.95718657,4.057448484
-0.481876688,-0.481876688,9.766066705,2.275294118,5.5727105,13.68132397,4.311548463
-0.471582135,-0.471582135,9.705352599,2.378823529,3.547796695,12.8339508,4.31237976
-0.489912418,-0.489912418,9.696961508,2.397647059,2.021325514,11.80152945,4.313236807
-0.489912418,-0.489912418,9.735796459,2.397647059,1.545191218,10.56618425,3.428779075
-0.555480174,-0.555480174,9.77906956,2.322352941,2.14844254,9.848885513,3.006247742
-0.63871939,-0.63871939,9.760310908,2.331764706,3.310775898,9.103251138,2.417153655
-0.684921569,-0.684921569,9.760969732,2.341176471,3.900851494,9.108298677,2.234682065
-0.648072767,-0.648072767,9.681982182,2.322352941,4.120501827,9.374889336,2.392861877
-0.684921569,-0.684921569,9.625047401,2.341176471,3.340870985,9.272988462,2.311397597
-0.666214815,-0.666214815,9.616656311,2.36,2.203092136,9.452302353,2.240677757
-0.69371024,-0.69371024,9.647758995,2.388235294,0.501589144,9.704220233,1.872310025
-0.68445098,-0.68445098,9.696302684,2.388235294,-0.855091313,9.857982985,1.718283057
-0.712322876,-0.712322876,9.695643861,2.378823529,-1.093457952,9.986913075,1.246105117
-0.656484967,-0.656484967,9.736455283,2.407058824,-0.39497977,10.19109818,1.000465331
-0.656484967,-0.656484967,9.707329069,2.407058824,0.489160278,10.30273503,0.629423454
-0.573151634,-0.573151634,9.678202856,2.407058824,0.04956012,10.29517098,0.283114754
-0.5913878,-0.5913878,9.689888064,2.435294118,-0.96364551,11.01364998,0.208657718
-0.581940305,-0.581940305,9.720331925,2.454117647,-1.836556522,10.99346171,0.144970872
-0.582222658,-0.582222658,9.747481668,2.425882353,-2.47155013,10.84704327,0.508538355
-0.544715033,-0.544715033,9.799319475,2.472941176,-2.513473236,10.44213361,0.989124988
-0.535079303,-0.535079303,9.831080982,2.510588235,-2.233183491,10.81632893,0.980716296
-0.516654902,-0.516654902,9.811004683,2.501176471,-1.609269174,10.5102744,1.066852072
-0.545185621,-0.545185621,9.825151571,2.425882353,-1.571688684,10.69574381,0.152003866
-0.582316776,-0.582316776,9.785657796,2.416470588,-1.111127906,10.38775674,-0.520890249
-0.544997386,-0.544997386,9.76821679,2.444705882,-0.339134077,9.782568669,-1.203127356
-0.554633115,-0.554633115,9.736455283,2.407058824,-0.157215845,9.254179517,-1.702892872
-0.535549891,-0.535549891,9.71128201,2.463529412,-0.178927057,9.14388234,-2.316381739
-0.424250545,-0.424250545,9.65434723,2.482352941,-0.519107486,8.788536836,-2.066511856
-0.387684096,-0.387684096,9.641344375,2.435294118,-0.970535663,7.841920915,-2.037989982
-0.350364706,-0.350364706,9.71128201,2.463529412,-1.700306895,7.442459666,-1.806390434
-0.377671895,-0.377671895,9.772828555,2.510588235,-1.936577099,7.034972862,-2.068924856
-0.478770806,-0.478770806,9.836351571,2.585882353,-1.873691508,6.752584282,-2.010895306
-0.553033115,-0.553033115,9.844742661,2.567058824,-1.904535322,6.800147592,-1.980011933
-0.627860131,-0.627860131,9.849180811,2.491764706,-2.310446504,6.613335761,-2.072687803
-0.6098122,-0.6098122,9.913847858,2.444705882,-1.984040783,6.876162861,-2.142396092
-0.637684096,-0.637684096,9.864645346,2.435294118,-1.451759437,6.920199225,-1.873762975
-0.591670153,-0.591670153,9.862668875,2.407058824,-0.066181856,6.61598773,-1.945288361
-0.591858388,-0.591858388,9.822516276,2.388235294,0.792804703,7.199329205,-1.716414459
-0.563798257,-0.563798257,9.756531582,2.416470588,1.211142885,7.814144992,-1.938671015
-0.554633115,-0.554633115,9.726746545,2.407058824,1.061715665,8.137747548,-1.305068965
-0.591576035,-0.591576035,9.756531582,2.416470588,-0.182069844,8.5946031,-1.073028019
-0.572963399,-0.572963399,9.815442833,2.425882353,-1.315805569,9.011526469,-0.73943536
-0.554727233,-0.554727233,9.881427527,2.397647059,-0.951817492,8.744320761,-0.166172857
-0.563892375,-0.563892375,9.911212564,2.407058824,0.546804782,8.316700525,0.163344209
-0.544997386,-0.544997386,9.884721645,2.444705882,2.33844329,8.493048134,0.19946923
-0.498701089,-0.498701089,9.787634266,2.444705882,3.049050847,8.722551437,1.166766941
-0.480370806,-0.480370806,9.766899143,2.425882353,2.502994792,9.404461229,1.078295417
